video_id,channel_id,timestamp,content,like_count,event_id
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I like Penny, too. In fact I married her and she makes a good wife. <3",2,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Is this Poppy playing Stardew valley? lol,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,The worst guy I know is named nicco.... Errrr,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Raikkochick. Haha. ""Leave me alone, I'm laying an egg.""",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"""These are my chickens they are all very sweet....... that ones a duck"" I LOST IT",22,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I'm surprised how no one is talking about your chickens being named by Formula 1 drivers. My favorites are Alonso and Perez. Who are yours??,16,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"""mr baby"" is the best name for anything i've ever heard",96,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Doesn't put me to sleep but definitely gives some tingles and helps me relax so thanks. ^^,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Really Springbook ASMR you named your chicken ""El Chapo"" i know that hes supposed to be a criminal and everything but its kind of offensive",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"3:50 ""It's got some natural light and...some stuffed animals.... I guess Elliot is coming here to stand at stare at them, which is a very important thing to do."" BWAH!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"DEFO didn't watch this 12 times 







I swear







and I DEFO don't know the first words for the first couple of minutes off my heart ",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Elliot is a man after my heart, so suave, that mane of hair, he loves seafood, AND he cares about spiders! I'd like to marry him with a new character in the future.",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,are there zombies in this game?,2,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,i want this game sooo bad! but i cant really ): LOVED THE VIDEO <3,2,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,10:57 sounded just like Heather Feather :D,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,my favorite part of this is how underwhelmed you are by Vincent's gift.,127,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,So you follow F1?,3,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,You named a pig after Geralt of Rivia? You should name a wolf after him...or at least a dog... You can name a pig after Djikstra.,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Asmr and stardew valley are my two favorite things to relax after work :),1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Don't do a donald, pay your taxes on those diamonds!",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I could listen to you talk until the end of time.,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I play all games in 4K, your resolution is fucking shite!",2,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This was amazing! Thank you so much for uploading this n.n,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,why do you repair the walls if the chickens are bot going outside bcause its snowing,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,you should make a non asmr channel!,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Ser Davos of House Seaworth is my favorite character from GOT =),1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,You named one of the animals Roland.  Planning on naming another Oy? Lol,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,your mic is a bit sharp,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Dear Nichole, in case You were wondering if people are still interested in a prequel - they are. At least I am. I am also a big fan of non-roleplays, because roleplays tend to feel forced. That being said, the hotel and telephone question videos are among the best ASMR videos I ever watched.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Is the next season coming out soon?,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"""Elliot is coming here to stand and stare at the stuffed animals... Which is a very important thing to do, but we're a little bit busier than Elliot... "" Wives are passive aggressive even in Stardew Valley I guess.",179,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,this is amazing you should do a no mans sky one,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This is super nice and relaxing! ? (also I freaked out a little bit when you mentioned Kimi R?ikk?nen :D?),2,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,When you plan to listen to 10 minutes and suddenly it's 46:14.,78,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"This is amazing, I'd love to see all the other seasons. Works so so well with asmr.",3,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"""It's also the same thing you said to me last year"" :'( the feels!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I lost it with EL CHAPO XD!!!! Must be the leader of the chickens.,21,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,everything about this video was perfect. thank you.,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"You said that you spelled the name Valteri wrong.
Actually you can rename your animals at anytime. Just click on them and click on the name to rename.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"The machines produce diamonds? Oh, I thought they extracted the stem cells from aborted fetuses.",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,you were almost too excited when you got that clay,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Mmmmmm waffles tastes like bacon :],0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I cant wait for part 2 ??,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Hi Spring, I had never heard of this game before your video but as a harvest moon and rune factory vet I was very interested, bought the game on gog today :D",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,greet our cow and milk our cow; greet our cow and milk our cow ok? lol,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please more Stardew Valley! Love this.,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,spring...we are waiting for the spring installment of stardew valley and we don't wanna wait till next spring. jk no rush...,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This is one of my favorite asmr videos ever and I'm looking forward to spring/summer/fall SO much!! It's so incredibly cozy and wonderful. Just love the combination of games and asmr. Perfect for me.,3,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Your fram is so cute omg,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,it's the legend of Zelda a link to the past,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"WE CAN REBUID  HIM ""WE HAVE THE TECHNOLOGY""",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Your home looked really cute but it was actually kinda creepy how every single time you started a new sentence your voice would transfer from one earphone to the next and because your voice is so soft and quiet it was really creepy...,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Such a sweet voice.,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Is she gonna do another one for spring?,15,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Loved all the Formula 1 names!! Great video too, well done all around.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"She likes mass effect,  knows game of thrones. this chick is wife Material",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"""Pam likes to drink, everybody"" hahaha",2,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please do another one of these videos!! >_<,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,is it spring yet !!!!! or autumn or summer... i love this video <3,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"This is one of my favorites of yours. I've probably watched it like 40 times. MOAR please, when you get the chance. Honestly you could do any game like this and it'd be great.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please play more of this,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"This is so relaxing,love the cozy house...:)",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"This video came out at the perfect time; I was looking for a nice ASMR video, and I'm about to give my bf Stardew Valley for his birthday. :D Also, your house is very pretty!",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"i really like this video, and want to see more soon!! in the future though, is it possible to have the in game sounds? Like the footsteps and so on. i find they add to the relaxation of the game.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please do another one of these videos!,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Would love to see more of these!! Or any game tbh :),1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Can you please make a series out of this? I really enjoyed it!,4,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"please do a tips and tricks video i'm a newbie! i enjoyed this so much, this game itself is so comforting.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Geez, it must have taken days just to put down all those paths. I have about 70 hours invested into the game and my farm looks awful in comparison. I feel like a slacker.",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Love it! More!,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,How do you get the game??,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,more of this please,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Omg I lost my shit at the El Chapo part ????,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Apparently this game is coming out on console. Looks interesting. I'm thinking about getting it.,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I'm very happy you have a character named from The Dark Tower series :>,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Im over 30 and reasonably butch... I need part 2 - Spring, please!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I love that you named some of your animals after F1 drivers!,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,All of this is gold!  TY!  F1 ASMR!!!!!,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please do the springtime video!,3,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I love love loved this video. Everything from your voice to the atmosphere of the game to the way you get so involved in the virtual lives of the NPC's made this a 10/10. It has been the only thing keeping me from having a full fledged panic attack.I really really hope you continue this series soon, featuring the farm in other seasons.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Please do a spring tour of your farm, this was great!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,i literally cannot wait for the next seasonal ASMR tour!!! ??,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Make more gaming related videos, this one is amazing :)",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,More please :),0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This pigs are ginormous!,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This was like a cute story before bedtime ^_^,4,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Just a small request for another one of these.  I find them ultra relaxing.,3,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Just started playing Harvest Moon Back to Nature and it's great! Can wait to try this one. Great video!,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Great video :) you're lovely too! I hope to see more honeydew footage ^^,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I thought elliot was your rebellious teenage daughter at first.,204,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Wow, your house looks way nicer than mine atm! I'm in fall atm. I've been putting all of my money into fruit trees so far though =D! Hoping to make a ton off cherries when spring comes back around.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Just popping by to let you know this video was killer with tingles...and got me addicted to Stardew Valley- I hardly made it through the video before falling asleep, but it must have instilled some sort of killer instinct to this game! I love it so much! 'Bout to listen to this again while I play-",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I really enjoyed this, never normally listen to this kind of thing",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This was so good. Please do the other seasons as well :),5,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Man, Stardew Valley house/ farm goals",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Love that pigs name. I mean Geralt got called pig so many times in the books,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Such a great video, i just love how you put your soul into this game! :) Could you please make a Witcher-themed video? I assume you're familiar with the series, considering that one of your pigs was named after Geralt :D",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Love this video, I've watched it probably 10 times now. If you ever do another requested words video, you should make ""jellies"" one of your words. It'd be so relaxing to hear you say it over and over. You make it sound so cute!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This is perfect! I play this game while listening to ASMR :),0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,DAMN IT NOW I WANT TO INSTALL IT AGAIN,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I liked this alot I watched half of it on my way to the campground and now I watched the other half going back home in the car ^-^ that was very relaxing.,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"""Pan likes to drink, everybody..."" Cracked up there :D",67,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Ok so I've Watched this video every single night since its been uploaded...very relaxing omg!!!!,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,This is goals! Gaming video with asmr OMG yiss yass,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,i bought this game.. played for 3 minutes then burned my grandmas farm irl... die chickens dieeeeee,3,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"SO...
I just wanted to put this out, that it's amazing how Springbok says ""so"". It's so beautiful...",2,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I loved this and can't wait to see the spring time xo,4,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"""I want to go to there"" :)",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,If you ever find a dinosaur egg don't just donate it to the museum or ship it. Put it in the egg incubator and hatch your own dinosaur.,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Please show us more seasons, I would love to see spring! :) Nice video~",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I think it would be cool if you did this for other games that could be relaxing, like maybe minecraft or fallout 4",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Im obsessed with this omg, cant wait for the other seasons!",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"8:27 that's racist, 0_0",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"You're definitely 10/10 with me now Nichole. 

Thanks for the relaxation tingles!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please do this again! Soooo relaxing!,1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,When you said Davos I just thought TELL HIM WHAT YOU DID TO HER,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I've watched this video like 5 times...i would love to see the other seasons! ??????,5,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I love these video game tours, Spring. Thanks!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I just got this game today and I love it!! This was one of the videos that really pushed me to it (and it was on sale today!) and I love the Harvest Moon nostalgia. I'm torn between Leah and Penny though.... This video is so nice to come relax to after a few hours of playing!,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I appreciate that Geralt of Rivia is a pig, makes sense....but I feel like he should be a more badass pig. Maybe the badassest pig ever...considering he is the most badass videogame character of all time. :>",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Haha, you made me buy this game :) I'm really enjoying it!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,What are those white pillar looking things in the master bedroom?,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please do more seasons of this game. The world needs more Jenson Bunny and Raikochick!,3,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I think I've fallen asleep extremely quickly to this the last 4 days, which had really been helping to fix my sleep schedule. Thank you so much Spring!",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Who would like a day in the life of springbok,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,watches video starts to fall asleep becomes wide awake because of extremely loud battlefield ad,0,1
