steam_id,content,voted_up,playtime_forever,helpful_count,funny_count,timestamp,source,event_id
7.66E+16,"Do not buy this game. You will buy it thinking there's no harm in trying it because it's only $15, then you wall fall in love with it. One day you will want to play it while on the bus, so you will buy it on your tablet. Then your tablet will die and you will buy it on your phone. Then your switch. Then your X-box. Then you buy it for your sister so she can play online with you. Then you realize you can have 4 online players, so you buy it for your boyfriend. And then your sisters boyfriend. And then you realize you have spent $200 and 500 hours on this $15 game. 


Zero Regrets.",TRUE,5847,350,219,11/16/2021 8:52,steam,0
7.66E+16,"The fact that ConcernedApe is still creating new content for this incredible game more than 7 years later that will cost you nothing should be reason enough to celebrate this game. Top to bottom Stardew is a labor of love. I cannot overstate that this game is perhaps one of the greatest indie video games ever created. I will be playing this for years to come.

11/10 because a scale of 10 isn't big enough for Stardew Valley.",TRUE,32978,191,2,1/19/2024 20:05,steam,0
7.66E+16,"My husband introduced me to this game in 2019 and I have been addicted ever since - and went from farming parsnips and fishing to expanding the world via mods, then creating mods of my own. 
Suffice to say, Stardew has become a significant part of my life.
Now 3000+ hours later, I've just started my many-th farm to re-experience the game from the beginning, and strive once more for perfection.
 
Stardew is a game that is simple on the surface, but the world Barone has created is open enough for players to develop their own lore, and has inspired, in me,  fanfiction and mod ideas. The repetition of the early game: the watering, the fishing, even (to a point) the monster slaying, has a meditative calmness to it that allows me to unwind after a day at work. The characters may appear superficially shallow, but once you get to know them you start to realize that they contain hidden nuance and become more than characters on a screen: they become your friends.",TRUE,231860,294,12,8/10/2024 3:47,steam,7
7.66E+16,"This game got me through a really dark place in my life. I lost my job, spouse, and home in less than a year. I would chop wood and fish when I couldn't find the energy to do anything else and fall asleep on the couch listening to the background music. I've put thousands of hours into Stardew Valley. The little successes I had were the catalyst I needed to think maybe I could have little successes again in life, too. Highly recommend. Thank you for making this game.",TRUE,159082,2122,49,11/15/2021 1:22,steam,0
7.66E+16,"The most wholesome game ever created, and is still nurtured by the developer after five years. My nomination for Steam labor of love award 2021.

Stardew Valley is not just a farming sim, it's a life sim; it's not just a video game, it's an experience, and one of the most immersive ones ever existed. Unlike some other Harvest Moon clones that either forces you to grind hard or have tedious progression, Stardew lets you relax, set your own goals, choose your preferred pace and tell your own story. There is so much to do in the game that can't be written in just words, and it just gets better the more hours you put in it.

Only a few games make you feel the love the developers put into them, Stardew is definitely one of them. Best wishes to ConcernedApe for his upcoming game.",TRUE,12319,178,2,11/30/2021 8:01,steam,0
7.66E+16,"I ask my crush to dance. She replies, ""Ew, no.""  

10/10 incredibily realistic game.",TRUE,6764,1003,1078,4/14/2021 19:52,steam,5
7.66E+16,"The new update promises to improve the quality of your marriage. Doesnt work, my wife is still pretty upset I play Stardew Valley so much.",TRUE,3960,3287,14299,3/22/2016 14:48,steam,1
7.66E+16,"""Would you recommend this game to other players?""

I would threaten, coax, and even pay people off to play this game, and I am confident that they'll admire it just as much as I do, to its very core. The only emotion I feel for this game is complete and unreserved admiration. Therefore, if you are ever unsure about whether you should purchase this game or not, rest assured that it will undoubtedly be one of the best decisions of your life. I give you my word.",TRUE,12412,210,72,6/27/2022 17:38,steam,0
7.66E+16,"You know what game doesn't need my review? Stardew Valley. There's nothing I could possibly say about it that other people have not said yet, but it's criminally unfair to have played so much of it without rating it. So I'm going to rate it.

If you enjoy resource scarcity games without strict deadlines, a charming, colorful world with thoughtful characters, logistical planning and min-maxing strategy - I mean, it's all here. If you've played Graveyard Keeper, or Littlewood, or Harvest Moon from back in the day, and liked them at all - you owe it to yourself to play Stardew Valley. It is insanely cheap for the amount of value ConcernedApe has packed into it, and he continues to develop interesting, fun new wrinkles in regular updates. Every time I start over I find things I missed before.",TRUE,185694,175,6,10/22/2020 19:14,steam,0
7.66E+16,"This game resonated deep within my psyche and awoke ancestral memories from uncountable past generations of farmers time immemorial. 

The feeling was so strong that I completely altered my life plans, bought a small farm in the middle of diddle-do nowhere, and am more or less living the game irl. However I am so busy learning how to farm that I don't have time to play Stardew Valley anymore.

Thank you ConcernedApe, your little pixel game literally changed my life and now I won't starve while Western civilization collapses.",TRUE,4708,196,70,3/30/2022 22:48,steam,0
7.66E+16,"There is a character in this game that is suffering from depression, it has helped me see my own illness and I have learned to deal with it in a much healthier way soley because of how my character interacts and helps them. The characters in this game are beautiful, and not just in their artwork. Their stories and the cutscenes have drawn me in more than just a regular farming game. I was truely excited to marry Leah and nervous that she would turn me down (Even though she was at 10 hearts and I knew she wouldn't).  I have spent 80 hours in this game so far and I am in spring of year 3 waiting on my first child. This game has kept my attention and I am looking forward to many more hours. I give this game 10/10 rating.",TRUE,42417,3861,222,6/20/2017 5:37,steam,0
7.66E+16,"---{ Graphics }--- 
? You forget what reality is 
? Beautiful 
? Good 
? Decent 
? Bad 
? Dont look too long at it 
? MS-DOS 
 
---{ Gameplay }--- 
? Very good 
? Good 
? It's just gameplay 
? Mehh 
? Watch paint dry instead 
? Just don't 
 
---{ Audio }--- 
? Eargasm 
? Very good 
? Good 
? Not too bad 
? Bad 
? I'm now deaf 
 
---{ Audience }--- 
? Kids 
? Teens 
? Adults 
? Grandma 
 
---{ PC Requirements }--- 
? Check if you can run paint 
? Potato 
? Decent 
? Fast 
? Rich boi 
? Ask NASA if they have a spare computer 
 
---{ Difficulty }--- 
? Just press 'W' 
? Easy 
? Easy to learn / Hard to master 
? Significant brain usage 
? Difficult 
? Dark Souls 
 
---{ Grind }--- 
? Nothing to grind 
? Only if u care about leaderboards/ranks 
? Isn't necessary to progress 
? Average grind level 
? Too much grind 
? You'll need a second life for grinding 
 
---{ Story }--- 
? No Story 
? Some lore 
? Average 
? Good 
? Lovely 
? It'll replace your life 
 
---{ Game Time }--- 
? Long enough for a cup of coffee 
? Short 
? Average 
? Long 
? To infinity and beyond 
 
---{ Price }--- 
? It's free! 
? Worth the price 
? If it's on sale 
? If u have some spare money left 
? Not recommended 
? You could also just burn your money 
 
---{ Bugs }--- 
? Never heard of 
? Minor bugs 
? Can get annoying 
? ARK: Survival Evolved 
? The game itself is a big terrarium for bugs 
 
---{ ? / 10 }--- 
? 1 
? 2 
? 3 
? 4 
? 5 
? 6 
? 7 
? 8 
? 9 
? 10",TRUE,1404,463,34,8/18/2022 12:00,steam,0
7.66E+16,"I grew up playing Harvest Moon with my mom and it is one of my fondest memories. She would always buy me the new one for Christmas, and we would play it all day, filling notebooks full of recipes and discussing which person we hoped to marry. Although Stardew Valley has unmistakable similarities to Harvest Moon, it is a masterpiece in it's own right, one that is very dear to my heart after all those years playing with my mum. 

Stardew Valley is complex and simple, heartwarming and detailed. It's complicated enough that so many hours later I still haven't completed most of the achievements or befriended most of the townsfolk, but it's simple and easy enough that I play it almost every night on the couch after work. 

Concerned Ape has programmed a masterpiece; his story is just as heartwarming as the story he created. I anticipate each new release and I can't wait to see how far he takes this wonderful game. I rarely give games a perfect score, but this certainly deserves a ten out of ten.",TRUE,15475,756,14,12/4/2016 15:30,steam,0
7.66E+16,"Stardew Valley has helped get me through the most horrific experience of my life. And in the aftermath of the trauma, it continues to offer me a loving oasis of whimsy, warmth, friendship, and adventure with much more depth than one might expect from this game. In my interactions with the townspeople, and through the fantastic music, I can feel the heart that has been poured into this game. An absolute delight.",TRUE,31796,197,5,1/11/2021 23:57,steam,5
7.66E+16,"There isn't much to be said that hasn't already been said for this amazing game if you enjoyed the classic harvest moon type games you will absolutely 100% enjoy this. The game play seems fresh and fun even after clocking in over 60 hours, You won't want to quit, Just 1 more day then you realize that turned into 5 days and it's 4am and you have to sleep sometime. 

This game, takes the old harvest moon concepts and tosses in a bit of Rune factory and a sprinkle of animal crossing leaving you with a sensational experience. Each day brings something fresh, There is over 25 different Npc's to interact with each day and each one brings their own charm and dialogue options depending on if you take the time to build up your friendships.

Your farm can be whatever you make it, You design what it looks like, how it runs, what you plant and what animals you choose to raise. The fishing can be a bit difficult to begin with but very rewarding and relaxing once you get the hang of it. On days you want something a bit different you can hop into the mine and find some rare gems, ores and minerals, Some that you can donate to the game's huge museum or use to upgrade your tools! 

I can't praise this game enough, if your on the fence about purchasing this game or you think you should wait for a sale, Don't wait! This game was made by a single developer who deserves every single penny for all the obvious hard work and dedication. So go and farm your butt off!!!",TRUE,11102,648,52,3/15/2016 3:21,steam,1
7.66E+16,"""This looks like a fun and relaxing game, guess I'll try it out."" 
Yes, the game is very relaxing and extremely fun, but there is no ""trying"" Stardew Valley. Should you buy this game, then you best believe that you're going to spend at least 40-100+ hours playing it the first time around. It's not a waste of time, not at all. Call it an investment of your time. When it comes to this game, ""like"" is synonymous to ""addicted"". So telling others that you ""like"" the game is the same thing as hiding your addiction (so just accept it for what it is). Stardew Valley is also synonymous to ""productiveness"". No, it's actually the very definition of productivity, since you're going to wish you were as productive in real life as you are in-game.

~~ [u] It starts with making your own character, choosing the farm that you think looks the best or most fun and also picking your companion pet. I'm not going to spoil you on what ""Favorite Thing"" is about. [/u]

During the first few days of Stardew, I pretty much spent my time cleaning up the front yard of the farm. I just couldn't stand the sight of all that clutter and foliage on the ground and repeatedly getting stuck between twigs and rocks was surprisingly infuriating. Lewis, the Mayor of the town, had given me 15 parsnip seeds on my first day to help me with starting my farm. But ""cleaning"" took a lot more energy out of my character than I expected. I found it to be quite enjoyable breaking all of those rocks, cutting down the trees and mowing the grass, since it felt like I was actually cleaning for once. 
     It wasn't until later that I would regret not starting with the farm earlier, since that would have meant getting more income in the earlier stages of the game. That's the thing with these types of games though. You are always going to regret making some of your decisions, whether it's buying the wrong types of crops or planting too many crops and wasting all your energy watering those crops each and every morning. Or you can be like me and do both of those examples at once on top of planting your crops way too late into the season.

Anyways, I obviously got the materials for cleaning the farm, but it's not like I knew what to do with it. I ended up just making a few chests, changed their individual colors and then I began organizing everything that I had gathered. Which was basically just plant fiber, twigs, stones and then the occasional clay that I accidentally got from using the wrong tools on the wrong things. After that, I finally decided I would head into town to try and interact with as many people as possible in one day. I kept getting handwritten mail from characters I had yet to actually meet each and every morning, so naturally I became more and more curious of the town and less interested in cleaning. It took me around 3-4 days before I began to explore, but my farm was basically clear of anything that I might get stuck on further down the line so I didn't really feel like I wasted any time. 
     I began my exploration quest with going into random buildings and interacting with every person I saw. Gus, the owner of ""The Stardrop Saloon"". Alex, his sweet grandmother, Evelyn and his very friendly Grandpa, George that I gave a Dandelion to because I was curious as to what would happen if I gave someone a gift. This is probably the worst gift I've ever seen. Thanks a lot. 
No, thank you George for that lovely comment.

I also talked to Pierre, the owner of the general store and his wife (Caroline) and daughter (Abigail). This was also when I used the starting money to buy more crop seeds, tulips and parsnips because ""why not"" I remember thinking to myself... I then decided to head down south to look for this ""Willy"" guy that said he was waiting near the beach or something. On the way there I noticed a trash can that I for some reason decided to try and interact with. I then learned something very interesting. Interacting with a trash can is the same as ""searching"" the trash can and that naturally grosses people out. This is how I met a girl by the name of Haley. She just kind of stood there staring at me while I was digging through the trash, and I was staring back at her. Since it worked so beautifully before, I decided to give her a gift as well because I didn't know if people would start to hate you for doing, well, what I did. I would like to say that I ""learned from my mistakes"", but that wasn't the case at all, I can't even say that as a joke. Yes, you probably guessed it right, I gave her a Dandelion, thinking that ""She can't possibly hate them as much as George does right?""

Ugh...that's such a stupid gift.

Thinking ""Haley must be related to George"", I reluctantly went down to the beach wondering if I should give Willy, the fisherman guy a Dandelion. As it turns out, I was to be the one on the receiving end. He gave me his rod and man, I never thought that such a simple fishing Minigame could be so fun. I stood there for the rest of the day, wasting away on my character's energy till I had no more. ""You feel sluggish from over-exertion."" It was the first time I was staying up past 12 in-game and my character was walking slower than ever before. I already knew beforehand that your character faints after 2 am, but the only way to make it back to bed in time would be to eat one of the fishes I had caught to regain my stamina. But I wasn't going to break, bend the knee to a fish and eat it raw like Gollum. I was going to sell them all no matter what. So yeah, I just fainted and sold them all the next day at the cost of some extra energy. Probably wasn't worth it, but I did get a few extra pennies that I wasted on buying more seeds. I should've saved up for a better fishing rod...

So anyways, good game.",TRUE,136032,178,34,1/23/2022 19:09,steam,0
7.66E+16,"I'm genuinely impressed an indie game of this scale made by one guy isn't stuck in an eternal early access, but is instead provided as the full package right off the bat. This is how it was done a decade ago, and this is how it should still be done.",TRUE,6461,1523,63,2/28/2016 21:35,steam,1
7.66E+16,"this game has got me through many hard times, it's incredibly sweet and it feels like there are an endless amount of goals and things to do, plus so many different ways to play. will probably never get tired of it <3",TRUE,30961,188,5,5/31/2021 17:11,steam,0
7.66E+16,"My son invited me to play a multi player game with him. I am not an experienced player so having someone along to show me the ropes and to give me guidance was a big help. it makes a great ""date"" with him every week. 
Now I have my own farm and I love playing this game! I have fun with the quests and making ""friends"" with the town folk. It is a fun and (mostly) relaxing way to spend time. (The fishing is still hard so when I have a fish on the line, it isn't relaxing at all.)",TRUE,86009,166,18,4/29/2021 5:20,steam,0
7.66E+16,"When I first saw this game I thought it might be kind of similar to the game 'Rune Factory: Frontier' which I had played on the Wii.  I've eagerly awaited a port for PC but as of yet it currently can only be played on PC using an emulator.  Stardew Valley gave off some very similar vibes though so I thought maybe it might be close enough to sort of fill that same gap.

The game starts out simple enough, your grandfather left you a farm and you need to work to repair it and get it up and running again.  You chop logs, break rocks, till soil, plant seeds and harvest your crops.  There's a  lot of room to play around with your farm and where you want to place things.  There's also a foraging aspect which helps encourage exploration of your surroundings too.  The game is more than just a farming sim though, it also has RPG elements and you can battle monsters in the mines that in turn drop loot you can use or sell.  In addition to that it has some adventure game aspects such quests and some fairly light puzzles.  You can date and marry certain people in the town and even have two kids.  Later in the game you can even forge your own weapons and equipment and add specific power-ups to them.

I grew up on pixel graphics so I found the graphics to be somewhat nostalgic feeling.  The animations are fairly simple and the character sprites very 2D but the characters themselves, not so much.  Each character has a bit of a backstory and unique character traits you get to know as you build friendship points.  At certain levels of friendship you're given the treat of special little cut scenes.  You get to make choices on how you respond to the cut-scenes too.  Sometimes it can help your relationship or hurt it.  This adds quite a bit of story elements to the game.

Part of the beauty of this game is that you can play it in so many ways.  If you just want to have a calm farming experience, growing crops, playing around with aesthetics or optimal functionality in your builds, then you can play it that way.  The music in the game somehow manages a great balance of calming and upbeat.  If you want a little more excitement you can delve deep in the different mines and battle a variety of monsters and collecting and crafting better gear.  If you like adventure then you'll probably want to work on completing quests and solving the puzzles.  If you're more into stories you'll probably enjoy making friends with everyone and exploring their personalities.  Really, there's a little something for everyone and enough content that if you get bored there's something else to try.

In the early game it really feels like completing the community tasks mounts to a climax.  It's easy little goals to attain and strive for but once you finish the community center that's really just the beginning of the game.  You can unlock other mines, a desert, and an Island.  The game is much more expansive than you will first anticipate and it's possible that the developer may release future expansions to bring even more content and explorable areas.  The game does have a sort of ""ending"" in which you'll see a special cut scene but you can keep playing on so the game doesn't ever truly end.  You can also create a new character to play again from the beginning.  There are different farm types that present different challenges and benefits which make for a little replay-ability.

In addition to different maps you can also play this game in co-op mode with friends.  I don't personally like multi-player experiences, I prefer solo adventures, but I do like that if you chose to play this way each character can have their own house and while you can work together, you can also go off and do your own thing.  You aren't limited to the host's farm or experiences and guests can upgrade their cabin, get married, and essentially experience everything the games has to offer.

There are really only two things I disliked about this game.  First, there's the save function, you can only save by going to sleep (or ending the day by falling asleep outside your home/bed or ""dying"" in the mines {you can't actually die you just get beat to within inches of your life apparently}).  Sleeping ends the day and your game progress is saved.  However, I often find that I have to leave my game in the middle of a day when I don't have time or the ability to finish my day or even run to my bed so I can save.  Instead, I had to open the menu, which pauses the game, and then either just leave it running in the foreground or if I had to do something on my computer, let it run in the background till I could get back to the game.  So, for example, at the time of writing this review, Steam has 1,062.9 hours logged playing this game.  However, between my two save files I only have about 509 hours logged in-game.  So, it spent about half the time sitting open in the background on my computer simply because I could hit a save button and continue later.

The second thing I didn't like was the fishing mini-game.  I've played plenty of games that have fishing mini-games in them and they are all similar but all have their own unique flair... this one is the worst fishing mini-game I've ever played.  Maybe other people found it easy but I couldn't get how to catch fish.  There's something to do with patterns and clicking at the right times but I completely failed at it every time.  The only thing that made fishing redeemable was actually a mod that let me skip the mini-game portion.  While I don't necessarily advocate mods, I found the game partially unplayable because of this mini-game and it was really ruining my personal experience with playing the game.  The mod made the game playable and fun again.

Mods are actually one of the things that for some players could be a real plus side to the game.  Stardew Valley has a fairly large modding community with mods for everything from changing the NPC's dialogue avatar to skipping fishing mini-games to adding elevators to creating new expanded areas to explore.  If you find yourself too frustrated with an aspect of the game, there's probably a mod for it.  If you love mods for games you'll love this game.

The last thing I'd like to touch on is the game's achievements.  There's 40 of them which is a fair amount and most will unlock naturally over time with normal gameplay, but there are several collection based achievements that you have to work for.  Many of those require a lot of hours of game play.  For example, if you want to catch all the fish you won't be able to do it unless you fish in every season, some require reaching maximum friendships which can take a lot of time to build, and of course others require you to get a huge sum of money.  Collectible items are gained through RNG drops so even if you do everything right you could be doing it a long time to get those drops you need.  For completionists, like me, that can be very frustrating and it's a big part of why I had to put in about 500 hours to get all the achievements.  It could be a lot less or even more depending on your luck with the RNG.

Overall, this game is a gem, I don't usually recommend games at full retail price, but I'd say this one is actually worth it.",TRUE,67709,152,5,5/10/2022 6:16,steam,0
7.66E+16,"Stardew Valley lets you live the millennial fantasy of having more than three friends in your twenties, owning property, and having a stable income.",TRUE,11273,398,210,4/12/2022 12:47,steam,0
7.66E+16,"Stardew Valley is literally the first game that I bought in seconds, with the full price, without thinking. I was a Harvest Moon lover, I really, really wanted to have a PC game like HM, and Oh my. 
ConcernedApe, you sir, are one of the most amazing developers, both in terms of actual developing, and keeping up with the date as well. There are a lot of games out there that were abondened by their devs, but our supreme leader listens. Makes it happen. And I am oh so greatful.
The story, the characters, the customization, mods that you can get, amount of things you can do in this games is just amazing, also, it is, IT REALLY IS, Beautiful~ You can see in the wiki, how the NPC development went, you can feel the time this game was given by this person, and he deserves every single penny and every single praise for it.
Thank you for making my childhood dreams come true.
I feel like playing more now.
",TRUE,41985,400,12,12/19/2018 23:43,steam,3
